yyyyddd, (0) Northern_Hemisphere, (1) Beaufort_Sea, (2) Chukchi_Sea, (3) East_Siberian_Sea, (4) Laptev_Sea, (5) Kara_Sea, (6) Barents_Sea, (7) Greenland_Sea, (8) Baffin_Bay_Gulf_of_St._Lawrence, (9) Canadian_Archipelago, (10) Hudson_Bay, (11) Central_Arctic, (12) Bering_Sea, (13) Baltic_Sea, (14) Sea_of_Okhotsk, (15) Yellow_Sea, (16) Cook_Inlet
 2017054,14710322.33, 1074993.89,  965251.51, 1089543.44,  894766.94,  934079.17,  557370.36,  590607.02, 1488320.00,  853656.72, 1261446.61, 3239987.80,  675155.88,   51480.37,  957920.03,   11998.80,    9774.55
 2017055,14639408.43, 1074993.89,  965251.51, 1089543.44,  894766.94,  934079.17,  544263.13,  610443.46, 1512168.52,  853656.72, 1261446.61, 3154720.54,  648579.02,   61435.95,  959627.07,   10533.18,    9844.04
 2017056,14623463.25, 1074993.89,  965251.51, 1089543.44,  894766.94,  933046.71,  542785.24,  617227.40, 1497947.80,  853656.72, 1261446.61, 3204581.71,  591316.39,   63706.10,  967202.25,    2145.91,    9844.04
 2017057,14620364.31, 1074993.89,  965251.51, 1089543.44,  894766.94,  931963.25,  530965.89,  617797.43, 1487527.11,  853656.72, 1261446.61, 3218526.24,  581208.95,   63706.10,  993881.02,    2145.91,    9844.04
 2017058,14648322.69, 1074993.89,  965251.51, 1089543.44,  894766.94,  932864.20,  546219.95,  591801.63, 1493238.52,  853656.72, 1261446.61, 3218773.18,  551181.89,   69666.02, 1050395.56,    1508.83,    9844.04
 2017059,14690327.98, 1074993.89,  965251.51, 1089543.44,  894766.94,  921613.33,  564880.19,  557158.37, 1566269.26,  853656.72, 1261446.61, 3224974.28,  546464.26,   69658.69, 1046102.45,    1508.83,    8806.85
 2017060,14704796.24, 1074993.89,  965251.51, 1089543.44,  894766.94,  921613.33,  568137.93,  556965.44, 1567907.64,  853656.72, 1261446.61, 3224974.28,  579695.95,   69658.69, 1046102.45,    1508.83,    9054.90
 2017061,14763800.88, 1074993.89,  965251.51, 1089543.44,  894766.94,  925346.50,  555035.96,  583627.08, 1545552.65,  853656.72, 1261446.61, 3224974.28,  645242.77,   69658.69, 1050401.31,     317.09,    9284.36
 2017062,14775200.05, 1074993.89,  965251.51, 1089543.44,  894766.94,  918604.46,  549653.71,  598586.07, 1548408.19,  853656.72, 1261446.61, 3225060.32,  654544.69,   72539.05, 1044290.93,     317.09,    8836.21
 2017063,14687849.15, 1074993.89,  965251.51, 1089543.44,  894766.94,  915536.86,  550075.24,  615211.52, 1561657.41,  853656.72, 1261446.61, 3224279.50,  627537.82,   66700.36,  964758.25,     317.09,    8836.21
 2017064,14752057.99, 1074993.89,  965251.51, 1089543.44,  894766.94,  911543.65,  583228.12,  613473.54, 1523633.76,  853656.72, 1261446.61, 3224279.50,  632990.38,   68216.70, 1030278.52,     317.09,   11154.55
 2017065,14731973.49, 1074993.89,  965251.51, 1089543.44,  894766.94,  911543.65,  583228.12,  612236.97, 1528968.89,  853656.72, 1261446.61, 3224279.50,  632990.38,   68216.70, 1006098.73,     317.09,   11154.55
 2017066,14702106.88, 1074993.89,  965251.51, 1089543.44,  894766.94,  911543.65,  592111.59,  612236.97, 1541919.99,  853656.72, 1261446.61, 3224279.50,  632331.15,   68216.70,  955899.35,     281.55,   10347.53
 2017067,14669243.95, 1074993.89,  965251.51, 1089543.44,  894766.94,  933423.25,  609425.11,  604455.78, 1525357.71,  853656.72, 1261446.61, 3241659.77,  640114.13,   68216.70,  883359.80,       0.00,   10347.53
 2017068,14577970.69, 1074993.89,  965251.51, 1089543.44,  894766.94,  933949.65,  603773.94,  606622.91, 1486835.23,  853656.72, 1261446.61, 3241376.31,  633268.45,   70222.72,  844687.30,       0.00,   10076.26
 2017069,14586972.07, 1074993.89,  965251.51, 1089543.44,  894766.94,  934475.29,  596971.79,  607148.12, 1477117.89,  853656.72, 1261446.61, 3241376.31,  625415.11,   70222.72,  877144.36,       0.00,   10076.26
 2017070,14576423.64, 1074993.89,  965251.51, 1089543.44,  894766.94,  934475.29,  589340.67,  588463.59, 1511201.20,  853656.72, 1261446.61, 3241637.01,  599184.62,   70324.30,  884696.47,       0.00,   10076.26
 2017071,14584220.88, 1074993.89,  965251.51, 1089543.44,  894766.94,  934475.29,  589340.67,  588463.59, 1518949.14,  853656.72, 1261446.61, 3241637.01,  600860.42,   70324.30,  887312.41,       0.00,    5833.81
 2017072,14638450.43, 1074993.89,  965251.51, 1089543.44,  894766.94,  934475.29,  583677.68,  603491.94, 1547004.04,  853656.72, 1261446.61, 3243531.19,  619350.95,   70753.99,  883307.31,       0.00,    5833.81
 2017073,14595335.65, 1074993.89,  965251.51, 1089543.44,  894766.94,  934475.29,  575516.74,  602931.19, 1543971.71,  853656.72, 1261446.61, 3243531.19,  612128.50,   70753.99,  857023.53,       0.00,    7979.27
 2017074,14622873.29, 1074993.89,  965251.51, 1089543.44,  894766.94,  934475.29,  562803.41,  632329.40, 1561979.28,  853656.72, 1261446.61, 3243531.19,  623439.38,   51207.25,  862330.63,       0.00,    8407.62
 2017075,14511835.06, 1074993.89,  965251.51, 1089543.44,  894766.94,  934475.29,  530442.47,  607282.67, 1513916.06,  853656.72, 1261446.61, 3245522.92,  642086.41,   45000.21,  842983.21,       0.00,    7713.76
 2017076,14518039.91, 1074993.89,  965251.51, 1089543.44,  894766.94,  931766.92,  516159.81,  622899.10, 1522540.64,  853656.72, 1261446.61, 3247668.62,  655168.49,   44823.12,  826149.13,       0.00,    8452.03
 2017077,14562570.20, 1074993.89,  965251.51, 1089543.44,  894766.94,  931764.75,  523394.20,  618574.77, 1562173.38,  853656.72, 1261446.61, 3247668.62,  657939.01,   49294.85,  820009.13,       0.00,    9341.94
 2017078,14470235.47, 1074993.89,  965251.51, 1089543.44,  894766.94,  914938.53,  496781.05,  619697.56, 1588822.28,  853656.72, 1261446.61, 3249287.47,  634325.93,   46713.35,  767979.41,       0.00,    8472.48
 2017079,14365529.72, 1074993.89,  965251.51, 1089543.44,  894766.94,  867936.84,  484197.09,  612896.48, 1602774.59,  853656.72, 1261446.61, 3247321.60,  632797.67,   42086.75,  722058.30,       0.00,    9579.79
 2017080,14301217.30, 1074993.89,  965251.51, 1089543.44,  894766.94,  843637.14,  507526.24,  662481.22, 1564075.97,  853656.72, 1261446.61, 3247321.60,  632638.02,   42086.75,  648842.04,       0.00,    9579.79
 2017081,14183234.56, 1074993.89,  965251.51, 1088547.18,  894766.94,  845425.23,  507330.36,  672154.09, 1471692.03,  853656.72, 1261446.61, 3247321.60,  626945.12,   43620.04,  617105.14,       0.00,    9620.84
 2017082,14171157.00, 1074993.89,  965251.51, 1088547.18,  894766.94,  840361.67,  493204.27,  667980.75, 1512746.72,  853656.72, 1261446.61, 3247934.81,  643902.31,   38230.37,  575896.59,       0.00,    9405.86
 2017083,14308996.80, 1074993.89,  965251.51, 1088547.18,  894766.94,  846405.43,  488721.49,  676523.30, 1625923.31,  853656.72, 1261446.61, 3247934.81,  651146.08,   38230.37,  583409.45,       0.00,    9208.91
 2017084,14278438.25, 1074993.89,  965251.51, 1088547.18,  894766.94,  846405.43,  488721.49,  680255.94, 1602067.97,  853656.72, 1261446.61, 3247934.81,  660443.29,   35948.45,  565958.31,       0.00,    9208.91
 2017085,14306593.94, 1074993.89,  965251.51, 1088547.18,  894766.94,  842986.54,  502801.01,  677809.83, 1608172.45,  853656.72, 1261446.61, 3249277.24,  670016.93,   35812.24,  569290.37,       0.00,    8933.67
 2017086,14288349.11, 1074993.89,  965251.51, 1088547.18,  894766.94,  823921.79,  483114.37,  674638.89, 1624358.25,  853656.72, 1261446.61, 3249277.24,  677515.59,   35118.69,  569675.95,       0.00,    8933.67
 2017087,14421641.50, 1074993.89,  965251.51, 1088547.18,  894766.94,  825740.70,  516854.26,  725302.40, 1622405.91,  853656.72, 1261446.61, 3249277.24,  699423.06,   35118.69,  597212.24,       0.00,    8836.55
 2017088,14457869.95, 1074993.89,  965251.51, 1088547.18,  894766.94,  828019.73,  534919.74,  742692.63, 1614997.62,  853656.72, 1261446.61, 3249277.24,  709626.19,   30888.55,  597141.25,       0.00,    8836.55
 2017089,14293834.65, 1074993.89,  965251.51, 1088547.18,  894766.94,  820701.32,  520638.55,  714737.78, 1512868.15,  853656.72, 1261446.61, 3249277.24,  719166.87,   29078.94,  577861.73,       0.00,    8088.11
 2017090,14224788.02, 1074993.89,  965251.51, 1088547.18,  894766.94,  828958.10,  520012.96,  701879.10, 1465375.86,  853656.72, 1261446.61, 3249277.24,  706165.90,   29078.94,  575263.06,       0.00,    7301.40
 2017091,14297096.14, 1074993.89,  965251.51, 1088547.18,  894766.94,  836701.17,  539859.87,  713571.21, 1458182.27,  853656.72, 1261446.61, 3249295.33,  718796.38,   29078.94,  603256.08,       0.00,    7375.83
 2017092,14299123.24, 1074993.89,  965251.51, 1088547.18,  894766.94,  840704.48,  546915.49,  717671.52, 1432423.69,  853656.72, 1261446.61, 3249295.33,  728794.45,   29618.02,  605368.10,       0.00,    7375.83
 2017093,14282228.94, 1074993.89,  965251.51, 1088547.18,  894766.94,  851564.90,  566684.51,  717033.54, 1395616.31,  853656.72, 1261446.61, 3249295.33,  720899.32,   29618.02,  603168.31,       0.00,    7375.83
 2017094,14227339.73, 1074993.89,  965251.51, 1088547.18,  894766.94,  876810.71,  560826.37,  687042.85, 1387435.74,  853656.72, 1260080.11, 3249063.74,  704389.94,   29742.47,  584543.58,       0.00,    7375.83
 2017095,14146787.18, 1074993.89,  965251.51, 1087543.25,  889735.91,  901767.97,  537312.72,  662648.35, 1368731.98,  853656.72, 1260080.11, 3249063.74,  683438.82,   27613.97,  574685.85,       0.00,    7553.52
 2017096,14212195.18, 1074993.89,  965251.51, 1087543.25,  889735.91,  932036.62,  548704.24,  657903.93, 1386379.86,  853656.72, 1260080.11, 3249063.74,  688484.32,   27613.97,  580891.43,       0.00,    7553.52
 2017097,14260969.27, 1074993.89,  965251.51, 1087543.25,  889735.91,  931894.50,  589320.28,  670393.84, 1408667.89,  853656.72, 1260080.11, 3249063.74,  687654.65,   27269.15,  555645.22,       0.00,    7553.52
 2017098,14231049.61, 1074993.89,  965251.51, 1087543.25,  889735.91,  932107.39,  593225.06,  668825.16, 1417914.09,  853656.72, 1260080.11, 3249063.74,  679110.28,   25918.83,  525141.24,       0.00,    6237.34
 2017099,14268145.67, 1074993.89,  965251.51, 1087543.25,  889735.91,  932370.08,  588381.66,  671319.85, 1439455.57,  853656.72, 1260080.11, 3249295.33,  692727.14,   26658.58,  528682.09,       0.00,    5794.59
 2017100,14207783.60, 1074993.89,  965251.51, 1087543.25,  889735.91,  931189.71,  543994.53,  668637.82, 1447287.01,  853656.72, 1260080.11, 3249295.33,  693545.89,   26658.58,  507919.35,       0.00,    5794.59
 2017101,14069146.33, 1074993.89,  965251.51, 1087543.25,  889735.91,  929491.07,  504860.11,  672914.26, 1403687.09,  853656.72, 1257308.21, 3248389.33,  662332.76,   26182.70,  485246.30,       0.00,    5389.53
 2017102,14024461.18, 1073105.74,  965251.51, 1087543.25,  889735.91,  929651.45,  485382.89,  670823.35, 1403461.03,  853656.72, 1258011.00, 3248389.33,  646898.95,   23429.36,  481567.48,       0.00,    5389.53
 2017103,14052116.74, 1073105.74,  965251.51, 1087543.25,  889735.91,  932803.77,  514918.64,  687092.93, 1418358.95,  853656.72, 1258011.00, 3248160.64,  636736.66,   26749.15,  456188.39,       0.00,    1584.01
 2017104,13935480.87, 1073105.74,  965251.51, 1087543.25,  889735.91,  927942.25,  546356.16,  694796.15, 1433202.68,  853656.72, 1258011.00, 3248160.64,  510288.97,   25424.53,  418219.72,       0.00,    1584.01
 2017105,13954028.93, 1073105.74,  965251.51, 1089386.36,  893526.94,  928298.19,  562087.64,  688190.00, 1461130.28,  853656.72, 1258011.00, 3248817.02,  469973.37,   30703.60,  427940.38,       0.00,    1753.00
 2017106,14026736.84, 1073105.74,  963801.48, 1089386.36,  893526.94,  927761.99,  621546.71,  699252.03, 1476851.17,  853656.72, 1260945.55, 3249161.99,  449673.71,   32821.63,  431283.67,       0.00,    1753.00
 2017107,13939860.22, 1073184.21,  961676.94, 1089386.36,  893526.94,  925112.65,  615527.03,  709844.31, 1447160.69,  853656.72, 1260945.55, 3249161.99,  428183.95,   32821.63,  395705.64,       0.00,    1753.00
 2017108,13871385.11, 1072991.22,  955111.70, 1086262.71,  893526.94,  928353.79,  627627.20,  719674.26, 1452603.73,  853656.72, 1260945.55, 3249161.99,  365198.02,   31097.51,  371208.15,       0.00,    1753.00
 2017109,13743621.62, 1072991.22,  955764.90, 1086262.71,  893526.94,  928383.93,  605814.18,  685208.31, 1449772.64,  853656.72, 1260945.55, 3249161.99,  358682.42,   28411.17,  311073.32,       0.00,    1753.00
 2017110,13786716.78, 1074993.89,  961522.24, 1086488.96,  893993.96,  929925.51,  572607.66,  685346.17, 1475900.54,  853656.72, 1260970.54, 3249148.27,  382242.23,   27563.02,  328424.75,       0.00,    1753.00
 2017111,13781012.00, 1074993.89,  962222.27, 1086381.30,  894288.70,  929572.14,  583068.61,  680375.90, 1478861.48,  853656.72, 1260970.54, 3248554.15,  380816.02,   27035.56,  316311.40,       0.00,    1753.00
 2017112,13689260.43, 1074993.89,  961106.17, 1086381.30,  894288.70,  931045.89,  550974.38,  672835.43, 1448420.25,  853656.72, 1258798.24, 3247588.92,  379916.47,   25298.05,  300050.99,       0.00,    1753.00
 2017113,13647442.41, 1074993.89,  960932.95, 1086381.30,  894288.70,  931045.89,  542429.64,  669999.29, 1440886.00,  853656.72, 1258798.24, 3246919.84,  376531.79,   23124.37,  283548.78,       0.00,    1753.00
 2017114,13666550.21, 1074993.89,  960851.31, 1084993.21,  893308.53,  932514.97,  547159.11,  681430.45, 1458219.68,  853656.72, 1261444.72, 3247906.35,  358056.66,   22920.62,  285168.89,       0.00,    1753.00
 2017115,13641447.44, 1074993.89,  956269.55, 1089543.44,  893675.55,  930483.24,  543269.88,  688351.55, 1478952.83,  853656.72, 1261444.72, 3249295.33,  307942.78,   22849.65,  287415.66,       0.00,    1130.53
 2017116,13637015.83, 1074993.89,  956285.19, 1089543.44,  893675.55,  929997.00,  566251.68,  716532.79, 1488463.06,  853656.72, 1261444.72, 3249295.33,  282451.81,   20465.90,  250656.14,       0.00,    1130.53
 2017117,13596210.38, 1074993.89,  955720.11, 1089543.44,  893846.96,  930637.61,  551881.02,  708719.07, 1468769.07,  853656.72, 1261444.72, 3249295.33,  282883.83,   18351.02,  253164.95,       0.00,    1130.53
 2017118,13560601.65, 1074993.89,  955720.11, 1089543.44,  893846.96,  929480.07,  545076.73,  702606.58, 1453279.93,  853656.72, 1261444.72, 3249295.33,  283031.64,   18002.63,  247320.27,       0.00,    1130.53
 2017119,13539054.95, 1074993.89,  959387.83, 1086414.29,  894470.73,  932979.60,  568936.94,  675430.74, 1450948.50,  853656.72, 1261444.72, 3249295.33,  281624.55,   17871.58,  228296.92,       0.00,    1130.53
 2017120,13515581.48, 1074993.89,  959714.04, 1086414.29,  894470.73,  932618.32,  566159.19,  674430.88, 1448819.05,  853656.72, 1261444.72, 3249295.33,  259227.81,   18535.45,  232498.45,       0.00,    1130.53
 2017121,13482674.17, 1074993.89,  961448.54, 1086414.29,  894470.73,  928144.95,  557413.98,  662265.72, 1449116.92,  853656.72, 1261311.09, 3249295.33,  253542.74,   17308.39,  230965.79,       0.00,     163.04
 2017122,13446430.86, 1074993.89,  959352.88, 1086414.29,  894470.73,  927709.69,  547280.67,  641393.79, 1457233.29,  853656.72, 1261311.09, 3249295.33,  256475.26,   14169.53,  220364.25,       0.00,     163.04
 2017123,13340422.78, 1069506.22,  959352.88, 1084982.05,  894771.33,  925976.14,  512257.40,  650149.50, 1428776.44,  851099.31, 1251878.55, 3249295.33,  239565.08,   13258.22,  207244.88,       0.00,     163.04
 2017124,13328387.10, 1069781.03,  959294.46, 1082720.05,  894771.33,  921724.98,  506928.92,  651482.12, 1427819.50,  851099.31, 1258917.00, 3249295.33,  232678.23,   15134.83,  204430.55,       0.00,     163.04
 2017125,13303517.51, 1069998.93,  959371.69, 1082720.05,  894771.33,  920019.71,  495780.43,  672438.78, 1425135.24,  851099.31, 1258862.78, 3248795.40,  203700.27,   14406.24,  204128.00,       0.00,     163.04
 2017126,13276054.90, 1069998.93,  958736.01, 1089543.44,  894771.33,  916768.44,  492445.78,  675936.28, 1411364.67,  851099.31, 1252062.92, 3248795.40,  198544.13,   14406.24,  199292.67,       0.00,     163.04
 2017127,13238987.75, 1068706.74,  956765.52, 1089543.44,  894771.33,  918299.36,  486989.73,  688161.90, 1389022.83,  851099.31, 1249125.18, 3248795.40,  197251.54,   11138.13,  187027.97,       0.00,     163.04
 2017128,13165998.67, 1066107.23,  956765.52, 1089543.44,  894771.33,  919887.48,  483417.33,  701820.58, 1337922.84,  851099.31, 1249125.18, 3248795.40,  193303.03,   11138.13,  159986.81,       0.00,     163.04
 2017129,13110055.09, 1065952.27,  936463.02, 1076083.65,  894771.33,  922666.53,  487258.15,  706637.69, 1325172.34,  851099.31, 1247330.41, 3248795.40,  173895.88,   11496.38,  160084.22,       0.00,     163.04
 2017130,12912546.82, 1063833.58,  884911.97, 1073367.47,  893640.64,  848749.21,  496239.30,  713409.79, 1300474.75,  851560.40, 1235976.96, 3248012.01,  140366.69,   11496.38,  148159.16,       0.00,     163.04
 2017131,13069765.13, 1063833.58,  937938.50, 1076293.34,  894771.33,  928127.01,  501427.02,  706213.75, 1309054.55,  851560.40, 1247961.69, 3249305.56,  137723.41,   11496.38,  151710.10,       0.00,     163.04
 2017132,13079298.89, 1063833.58,  942024.30, 1076735.91,  894771.33,  927938.07,  506555.60,  688105.31, 1317113.50,  851560.40, 1249153.64, 3249305.56,  153284.29,   10022.31,  146580.59,       0.00,     129.02
 2017133,13230759.57, 1074993.89,  949357.85, 1076372.84,  894539.47,  928958.17,  567481.89,  739254.20, 1327219.75,  853656.72, 1255154.06, 3249004.83,  157106.53,   11329.84,  143951.46,       0.00,     129.02
 2017134,13039417.85, 1070148.89,  880573.72, 1076372.84,  894539.47,  928270.97,  533081.24,  650726.12, 1335919.68,  853656.72, 1254612.21, 3249004.83,  152726.72,   11547.86,  145899.77,       0.00,     129.02
 2017135,13030572.12, 1069051.17,  885174.95, 1079105.45,  894771.33,  928270.97,  534790.44,  646658.78, 1340119.55,  853656.72, 1253913.60, 3249004.83,  134430.58,   10161.10,  149125.83,       0.00,     129.02
 2017136,12952043.07, 1041904.43,  877827.47, 1075390.28,  894771.33,  928270.97,  535125.83,  646852.02, 1343648.36,  851663.80, 1218753.22, 3249004.83,  126568.85,    7445.63,  152479.25,       0.00,     129.02
 2017137,12833496.54, 1041904.43,  873474.87, 1070641.69,  894771.33,  930490.54,  539137.84,  633597.19, 1284608.57,  851663.80, 1213675.74, 3249004.83,   99155.63,    7426.80,  141651.10,       0.00,     129.02
 2017138,12760530.11, 1041904.43,  854392.49, 1070641.69,  894771.33,  930780.41,  522077.76,  625857.50, 1283959.75,  851663.80, 1203668.54, 3249004.83,   88226.30,    7426.80,  133866.76,       0.00,     129.02
 2017139,12730971.80, 1043288.64,  855469.52, 1067497.77,  894771.33,  931010.96,  526765.94,  629440.65, 1263007.89,  839100.06, 1202934.67, 3248885.05,   82465.20,    7664.07,  136389.00,       0.00,     129.02
 2017140,12653634.57, 1043288.64,  847270.06, 1057915.13,  894771.33,  931884.43,  520024.79,  637975.13, 1231534.04,  839100.06, 1193235.18, 3248885.05,   73835.39,    5877.23,  125757.08,       0.00,     129.02
 2017141,12623113.93, 1028142.68,  856947.93, 1054151.62,  894771.33,  928779.18,  515413.35,  675505.88, 1201562.97,  834646.31, 1195948.41, 3248885.05,   66776.53,    5870.52,  113431.15,       0.00,     129.02
 2017142,12640541.77, 1044276.78,  856981.03, 1055520.76,  894771.33,  926041.53,  520912.98,  698161.93, 1188705.53,  837069.24, 1203234.49, 3248337.56,   58619.38,    4895.43,  100774.09,       0.00,     129.02
 2017143,12618745.88, 1044276.78,  857089.00, 1054685.60,  894771.33,  925465.40,  520451.81,  718035.12, 1150188.44,  837069.24, 1207380.55, 3248846.65,   55785.21,    4895.43,   97565.62,       0.00,     129.02
 2017144,12306018.49, 1017222.80,  820485.08, 1025998.10,  882931.71,  902388.65,  500715.15,  679237.96, 1099272.30,  822245.37, 1163619.93, 3248845.52,   42268.05,    4895.43,   93642.69,       0.00,     129.02
 2017145,12331699.93, 1021183.86,  820099.55, 1034720.80,  881495.77,  901017.83,  496032.98,  665320.09, 1119247.00,  825759.60, 1171102.31, 3248993.48,   39871.14,    5045.02,   99527.25,       0.00,     129.02
 2017146,12276799.16, 1014740.81,  815521.10, 1027712.12,  876979.12,  904368.63,  485581.18,  652259.90, 1110430.55,  822858.06, 1170241.80, 3248993.48,   39196.42,    4296.96,  101335.78,       0.00,     129.02
 2017147,12283900.95, 1013532.11,  819347.91, 1032049.42,  872363.40,  904303.58,  484490.97,  649974.69, 1114056.43,  820132.80, 1179372.73, 3248993.48,   39196.42,    4296.96,   99506.79,       0.00,     129.02
 2017148,12288289.73, 1013532.11,  818048.49, 1040046.68,  869313.14,  900762.09,  498648.14,  631611.52, 1119519.11,  820639.81, 1184340.25, 3249002.57,   35078.81,    4296.96,  101166.82,       0.00,     129.02
 2017149,12224740.23, 1020377.96,  811815.75, 1044580.10,  867896.16,  900304.45,  493422.67,  622083.95, 1071968.97,  826373.05, 1185083.25, 3248479.54,   32050.00,    2749.26,   95271.85,       0.00,     129.02
 2017150,12153202.69, 1019872.90,  809565.47, 1047205.74,  860747.42,  884361.33,  457583.99,  610387.97, 1079308.82,  825877.22, 1185090.22, 3247671.13,   31716.81,     897.57,   90618.34,       0.00,     129.02
 2017151,12095302.84, 1006373.56,  803229.05, 1047205.74,  860747.42,  877358.82,  441149.08,  602022.66, 1089877.08,  823107.73, 1185497.32, 3247495.62,   27068.33,     738.49,   81129.73,       0.00,     129.02
 2017152,12027488.48, 1003028.59,  803318.45, 1038610.94,  858500.61,  860550.43,  419290.35,  599479.02, 1086376.53,  821860.85, 1187048.92, 3246819.68,   25956.19,     850.65,   73495.06,       0.00,     129.02
 2017153,11743937.58, 1002667.34,  793084.49, 1034930.43,  852706.95,  764046.47,  363765.87,  572487.37, 1069098.17,  811101.58, 1165794.90, 3228669.17,   25776.46,     850.65,   56723.61,       0.00,     129.02
 2017154,11812678.83, 1001872.33,  797972.10, 1037279.48,  853328.59,  785140.97,  364163.35,  578928.78, 1094767.31,  815205.32, 1163802.27, 3231205.55,   25214.68,     316.39,   61223.03,       0.00,     129.02
 2017155,11877008.85, 1001873.02,  802950.92, 1044692.30,  869798.44,  789809.53,  371558.08,  587283.45, 1101958.26,  813641.37, 1166967.87, 3236029.29,   26948.30,      30.06,   61162.07,       0.00,     129.02
 2017156,11882630.77, 1010219.95,  782230.80, 1047804.51,  868822.63,  788803.85,  375747.57,  611873.02, 1093458.28,  820644.08, 1169312.56, 3236682.43,   23607.46,      30.06,   51214.73,       0.00,       1.98
 2017157,11797091.02, 1006879.87,  766045.15, 1047804.51,  870262.87,  776610.77,  355416.34,  611297.32, 1070575.98,  813162.98, 1166684.27, 3238017.25,   23021.72,      30.06,   49139.61,       0.00,       1.98
 2017158,11614415.44,  999183.80,  759479.14, 1040945.91,  868124.96,  734451.15,  338359.87,  593164.89, 1034574.44,  808525.49, 1150453.97, 3239139.93,   23021.72,      30.06,   22824.76,       0.00,       1.98
 2017159,11632603.01,  997511.45,  756237.41, 1037239.91,  868124.96,  736644.16,  349048.56,  612555.64, 1046847.78,  805125.21, 1135083.72, 3242032.45,   21161.60,      30.06,   22824.76,       0.00,       1.98
 2017160,11564657.78,  987032.32,  738240.23, 1024206.98,  856902.55,  756595.37,  334902.20,  613850.58, 1049813.44,  805816.93, 1115252.77, 3242252.31,   14816.46,      30.06,   22824.76,       0.00,       1.98
 2017161,11473898.09,  987594.95,  714871.47, 1011311.20,  857057.35,  747608.28,  324464.20,  608796.14, 1027182.17,  808629.91, 1106457.82, 3242897.33,   14365.51,      30.06,   20900.53,       0.00,       1.98
 2017162,11350776.71,  948458.07,  706897.74, 1005488.41,  860760.10,  746834.59,  319954.80,  609834.40,  962023.18,  821469.47, 1095527.16, 3238649.81,   12703.89,      22.32,   20501.08,       0.00,       1.98
 2017163,11337106.07,  961557.49,  702412.79, 1006085.19,  857210.31,  741040.32,  320182.84,  608158.77,  946738.38,  830894.19, 1090654.79, 3239230.99,   12217.93,      22.32,   19048.06,       0.00,       1.98
 2017164,11196859.14,  961377.13,  691395.52, 1003555.19,  831145.79,  723380.73,  313012.09,  608938.08,  902768.58,  812053.71, 1078218.20, 3237309.08,   12906.27,      10.27,   19136.79,       0.00,       1.98
 2017165,10921849.32,  939692.36,  681550.09, 1002055.91,  820269.51,  655618.06,  286496.72,  583174.48,  823798.00,  811227.79, 1052997.48, 3233481.49,   12996.88,      10.27,   16828.59,       0.00,       1.98
 2017166,10923791.58,  944833.74,  678718.14, 1006399.39,  815522.28,  653973.39,  291669.86,  585189.77,  818205.79,  808975.38, 1054682.54, 3233170.86,   13330.91,       5.08,   17464.98,       0.00,       1.98
 2017167,10924343.43,  953045.81,  672692.49, 1004255.19,  811960.28,  656430.33,  288228.75,  579990.67,  808784.21,  804987.11, 1064769.54, 3242662.18,   16262.62,       5.08,   18609.69,       0.00,       1.98
 2017168,10907493.56,  948951.56,  665786.53, 1005380.84,  815424.05,  666273.78,  282027.37,  566158.52,  811786.46,  804987.11, 1062488.29, 3242155.64,   15583.21,       5.08,   18940.92,       0.00,       1.98
 2017169,10881271.29,  958107.94,  661764.88, 1003966.35,  814250.06,  676719.03,  271568.13,  570705.90,  797626.33,  806032.58, 1045312.23, 3241793.29,   12790.44,       5.08,   19084.84,       0.00,       1.98
 2017170,10832645.49,  932076.34,  657428.11, 1002593.83,  812710.99,  682659.92,  268135.34,  574523.06,  793203.57,  805476.96, 1027778.94, 3245190.16,   11733.29,       5.08,   17585.70,       0.00,       1.98
 2017171,10724301.51,  915782.32,  658711.66,  994197.81,  810904.15,  691961.99,  243632.31,  565808.50,  771872.45,  805034.79,  987764.08, 3245988.59,   13318.28,       5.08,   17798.32,       0.00,       1.98
 2017172,10467886.62,  890638.89,  655806.82,  992293.29,  774267.08,  668182.19,  227392.54,  556665.50,  682424.49,  789957.76,  962293.87, 3246020.36,    4746.66,       5.08,   15674.26,       0.00,       1.98
 2017173,10484247.54,  883168.47,  658602.14, 1001364.70,  787143.74,  677220.47,  224302.15,  549254.08,  689079.54,  788134.15,  959682.90, 3246020.36,    3516.30,       5.08,   15235.61,       0.00,       1.98
 2017174,10517754.75,  882910.10,  654043.55,  997412.05,  799614.10,  683146.01,  220710.86,  555428.73,  709401.43,  789313.25,  959119.22, 3246889.07,    3516.30,       5.08,   14727.17,       0.00,       1.98
 2017175,10508626.20,  896872.48,  656438.78,  993878.83,  797932.91,  673323.98,  251472.89,  550153.03,  697475.47,  799335.30,  927264.22, 3248714.07,    1085.56,       5.08,   13155.77,       0.00,       1.98
 2017176,10270949.22,  900288.07,  638027.39,  970775.13,  778238.65,  637350.50,  228950.08,  518433.89,  671698.01,  799292.07,  869619.26, 3248042.87,    1085.56,       5.08,    7624.83,       0.00,       1.98
 2017177,10224225.75,  891126.91,  631315.25,  963811.82,  792747.92,  631654.96,  214428.24,  519339.02,  665053.06,  796028.14,  862484.75, 3248042.87,     826.59,       5.08,    5852.26,       0.00,       1.98
 2017178,10106912.67,  897714.16,  636740.65,  964990.96,  800354.92,  632058.39,  209214.55,  558027.63,  597031.05,  794078.91,  765601.77, 3247283.15,     496.24,       5.08,    1806.34,       0.00,       1.98
